Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_120m_contig_classified	k147_417835_1_1	NirK	1	93	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	511	4.1e-18	0.1228295555	0.1976	0.0001,0.0001,0.1975
SI072_120m_contig_classified	k147_524652_3_1	NirK	2	341	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp905616385	0.0	506	6.4e-84	1.0	0.0923	0.0184,0.0738,0.0
SI072_120m_contig_classified	k147_483032_2_1	NirK	3	196	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	46.31746897406181	518	1.6e-48	0.3215410965	0.2157	0.0001,0.0587,0.157
SI072_120m_contig_classified	k147_107525_4_1	NirK	1	93	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	33.577515265406824	511	6.8e-18	0.1228295555	0.1976	0.0001,0.0001,0.1975
SI072_120m_contig_classified	k147_18243_2_1	NirK	1	95	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp014384555	0.0	515	6.6e-17	0.8307178533	0.0695	0.0694,0.0001,0.0
SI072_120m_contig_classified	k147_534367_25_1	NirK	1	480	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Schleiferiaceae; g__UBA3442; s__UBA3442 sp002378565	0.0	722	5e-118	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_576741_1_1	NirK	1	108	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687	0.0	873	5.1e-32	0.635607361	0.2077	0.1544,0.0533,0.0
SI072_120m_contig_classified	k147_113527_1_1	NirK	3	172	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__LS-NOB sp018653085	0.0	881	5.7e-37	0.6892855724	0.0539	0.0001,0.0538,0.0
SI072_120m_contig_classified	k147_29896_12_1	NirK	1	327	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__LS-NOB sp018653085	54.704221707170035	891	6e-102	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_593833_1_1	NirK	2	136	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae	34.92551770306914	898	2e-37	0.5977145939	0.4804	0.0001,0.0569,0.4234
SI072_120m_contig_classified	k147_537905_2_1	NirK	1	254	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__Pseudothioglobus	0.0	985	1.6e-72	1.0	0.149	0.091,0.058,0.0
SI072_120m_contig_classified	k147_510798_1_1	NirK	1	195	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.0	1053	4.7e-45	0.419548337	0.2578	0.0443,0.1054,0.1082
SI072_120m_contig_classified	k147_126459_2_1	NirK	3	144	r__Root; d__Bacteria; p__SAR324; c__SAR324; o__SAR324; f__NAC60-12; g__Arctic96AD-7; s__Arctic96AD-7 sp018645085	38.49835801981989	1119	1.9e-35	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_422661_1_1	NirK	1	238	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__UBA5972; s__UBA5972 sp002430125	0.0	126	6e-43	0.7819942606	0.0772	0.0535,0.0237,0.0
SI072_120m_contig_classified	k147_439611_1_1	NirK	12	164	r__Root	0.0	306	1e-14	1.0	2.4372	0.9689,1.1334,0.3349
SI072_120m_contig_classified	k147_101114_4_1	NirK	1	356	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA6615; f__UBA6615; g__UBA8079; s__UBA8079 sp018667335	0.0	479	3.8e-93	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_415868_3_1	NirK	1	350	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	503	1.4e-80	0.3011307016	0.1308	0.0546,0.0762,0.0
SI072_120m_contig_classified	k147_235771_1_1	NirK	1	152	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	511	4.1e-33	0.2417984648	0.1976	0.0001,0.0001,0.1975
SI072_120m_contig_classified	k147_2896_99_1	NirK	1	354	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus brevis	170.24554790466098	521	7.8e-83	1.0	0.0951	0.0569,0.0382,0.0
SI072_120m_contig_classified	k147_254699_1_1	NirK	1	215	r__Root; d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__UBA10348; g__UBA10348	0.0	786	2.5e-64	1.0	0.1826	0.0955,0.0871,0.0
SI072_120m_contig_classified	k147_557036_1_1	NirK	1	173	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687	0.0	873	8.4e-50	0.5867221002	0.2563	0.1708,0.0855,0.0
SI072_120m_contig_classified	k147_406903_2_1	NirK	17	194	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB	0.0	876	5.2e-38	0.7867316764	0.2039	0.0986,0.1054,0.0
SI072_120m_contig_classified	k147_27068_1_1	NirK	1	114	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB	41.606921089743246	876	1.4e-32	0.7700545179	0.0586	0.0585,0.0001,0.0
SI072_120m_contig_classified	k147_84585_1_1	NirK	2	324	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__LS-NOB sp018673915	0.0	883	1.1e-103	0.8499050561	0.0871	0.067,0.0201,0.0
SI072_120m_contig_classified	k147_555373_3_1	NirK	1	327	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__LS-NOB sp018653085	57.135520449710924	891	2.5e-103	0.3339526516	0.092	0.0919,0.0001,0.0
SI072_120m_contig_classified	k147_510664_1_1	NirK	2	129	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Oleiphilaceae; g__Marinobacter	0.0	971	5.6e-36	0.8828498634	0.259	0.0001,0.259,0.0
SI072_120m_contig_classified	k147_304966_5_1	NirK	1	366	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae	0.0	1002	1.9e-91	0.512373914	0.4017	0.0927,0.309,0.0
SI072_120m_contig_classified	k147_138012_1_1	NirK	1	107	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Casp-alpha2; g__UBA3470; s__UBA3470 sp018665815	0.0	1102	3.8e-31	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_424771_1_1	NirK	1	325	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__GCA-2731375; f__GCA-2731375; g__GCA-2731375	0.0	257	6.1e-37	1.0	0.2314	0.1261,0.1054,0.0
SI072_120m_contig_classified	k147_448973_1_1	NirK	3	210	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__MPNO01; f__MPNO01	0.0	379	1.1e-26	1.0	0.3223	0.2169,0.1054,0.0
SI072_120m_contig_classified	k147_530724_2_1	NirK	1	150	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	0.0	509	9.4e-31	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_435102_1_1	NirK	1	105	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp014384555	0.0	515	4.8e-21	0.2390235854	0.1094	0.088,0.0213,0.0
SI072_120m_contig_classified	k147_466514_3_1	NirK	1	350	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	503	8.7e-81	0.2864158608	0.1507	0.0546,0.0961,0.0
SI072_120m_contig_classified	k147_617562_1_1	NirK	1	102	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	511	9e-22	0.2411108542	0.1976	0.0001,0.0001,0.1975
SI072_120m_contig_classified	k147_308733_1_1	NirK	7	194	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp002317795	39208.10539286042	651	3.8e-13	1.0	0.0547	0.0001,0.0546,0.0
SI072_120m_contig_classified	k147_431771_2_1	NirK	1	110	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687	0.0	873	1.7e-32	0.8765107668	0.1509	0.1508,0.0001,0.0
SI072_120m_contig_classified	k147_259315_14_1	NirK	10	402	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__HIMB59; f__GCA-002718135; g__AG-337-I02; s__AG-337-I02 sp902512415	0.0	1000	2.3e-98	1.0	0.0291	0.016,0.0132,0.0
SI072_120m_contig_classified	k147_70446_1_1	NirK	1	187	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__JABJKH01; g__JABJKH01; s__JABJKH01 sp018660465	0.0	1100	2.8e-44	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_399611_1_1	NirK	1	269	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__GCA-2721545; s__GCA-2721545 sp905612245	4180.789279192055	1122	2.3e-73	1.0	0.0831	0.0638,0.0194,0.0
SI072_120m_contig_classified	k147_63070_2_1	NirK	13	426	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.0	29	4.4e-46	1.0	1.1599	0.6576,0.5023,0.0
SI072_120m_contig_classified	k147_428810_1_1	NirK	1	212	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__SUP05	0.0	301	5.2e-12	1.0	0.1915	0.0001,0.1915,0.0
SI072_120m_contig_classified	k147_3401_2_1	NirK	1	394	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp001437625	90158.52463742127	661	1.9e-50	0.9570715985	0.0817	0.0478,0.0339,0.0
SI072_120m_contig_classified	k147_474437_3_1	NirK	2	410	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Porticoccaceae; g__HTCC2207; s__HTCC2207 sp018654575	0.0	815	2e-115	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_270396_1_1	NirK	1	76	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB	0.0	879	1.8e-13	0.9741959231	0.1957	0.0001,0.1957,0.0
SI072_120m_contig_classified	k147_565116_1_1	NirK	1	95	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB	0.0	891	1.4e-27	0.8696004439	0.1513	0.046,0.1054,0.0
SI072_120m_contig_classified	k147_565274_2_1	NirK	1	295	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitromaritima	214.18427706248735	897	3.8e-101	1.0	0.3084	0.1158,0.1064,0.0862
SI072_120m_contig_classified	k147_311085_1_1	NirK	1	377	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__Thioglobus; s__Thioglobus sp018644675	0.0	1112	1.4e-103	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_548131_2_1	NirK	12	158	r__Root	0.0	306	4e-13	1.0	2.2668	0.7864,1.1455,0.3349
SI072_120m_contig_classified	k147_461247_2_1	NirK	2	349	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	0.0	411	3.6e-53	1.0	0.4953	0.1566,0.3386,0.0
SI072_120m_contig_classified	k147_183443_2_1	NirK	2	342	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp905616385	0.0	506	2.9e-84	1.0	0.0538	0.0001,0.0538,0.0
SI072_120m_contig_classified	k147_614723_1_1	NirK	2	163	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	519	2.6e-38	0.9669073937	0.27	0.0606,0.0001,0.2093
SI072_120m_contig_classified	k147_167054_3_1	NirK	1	350	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	67.96585121193853	509	2.6e-81	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_588117_4_1	NirK	4	484	r__Root; d__Bacteria; p__Marinisomatota; c__Marinisomatia; o__Marinisomatales; f__TCS55; g__TCS55; s__TCS55 sp018647265	0.0	726	1.8e-113	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_119201_1_1	NirK	2	138	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687	0.0	873	6.1e-38	1.0	0.1794	0.1226,0.0568,0.0
SI072_120m_contig_classified	k147_276276_5_1	NirK	5	450	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__LS-NOB sp018653085	0.0	881	4.2e-99	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_623334_2_1	NirK	1	330	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae	0.0	892	8e-101	0.5046109726	0.1866	0.0001,0.018,0.1685
SI072_120m_contig_classified	k147_167720_4_1	NirK	1	364	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	957	2.8e-103	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_22676_1_1	NirK	1	109	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	0.0	1002	6.5e-29	1.0	0.1366	0.0785,0.0582,0.0
SI072_120m_contig_classified	k147_36536_1_1	NirK	3	369	r__Root; d__Bacteria; p__SAR324; c__SAR324; o__SAR324; f__NAC60-12; g__Arctic96AD-7; s__Arctic96AD-7 sp018645085	79.7465987553412	1119	1.5e-101	1.0	0.0175	0.0174,0.0001,0.0
SI072_120m_contig_classified	k147_421465_1_1	NirK	1	221	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nevskiales; f__OUC007; g__Abyssibacter	0.0	242	2e-21	1.0	0.2824	0.177,0.1054,0.0
SI072_120m_contig_classified	k147_179862_1_1	NirK	9	162	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA828; f__UBA828; g__PTKB01	0.0	404	8e-32	1.0	0.1879	0.0001,0.1879,0.0
SI072_120m_contig_classified	k147_305979_1_1	NirK	1	268	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	506	1.8e-78	0.9737681596	0.1641	0.0906,0.0735,0.0
SI072_120m_contig_classified	k147_25158_4_1	NirK	3	342	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp905616385	0.0	506	2.1e-83	1.0	0.0357	0.0185,0.0173,0.0
SI072_120m_contig_classified	k147_308331_39_1	NirK	1	412	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp002317795	84354.93412171368	651	2.5e-49	1.0	0.0484	0.0137,0.0347,0.0
SI072_120m_contig_classified	k147_81308_1_1	NirK	1	193	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Arenicellales; f__UBA868; g__UBA868; s__UBA868 sp018672825	0.0	787	9.9e-29	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_78389_1_1	NirK	1	212	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	0.0	1002	9.3e-56	1.0	0.0541	0.054,0.0001,0.0
SI072_120m_contig_classified	k147_56325_4_1	NirK	1	392	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Casp-alpha2; g__UBA3470; s__UBA3470 sp018665815	0.0	1102	5.5e-105	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_370041_1_1	NirK	17	408	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.0	259	1.2e-76	1.0	0.3922	0.0371,0.0808,0.2743
SI072_120m_contig_classified	k147_279207_2_1	NirK	1	112	r__Root	0.0	321	1.1e-22	0.6953965644	2.3053	0.2633,0.8347,1.2073
SI072_120m_contig_classified	k147_458245_2_1	NirK	1	88	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	0.0	509	4.9e-18	0.797822203	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_309047_2_1	NirK	1	186	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitromaritima	0.0	897	7e-59	1.0	0.2581	0.1325,0.0394,0.0862
SI072_120m_contig_classified	k147_280668_4_1	NirK	1	360	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__Pseudothioglobus	0.0	985	9.7e-102	1.0	0.171	0.1041,0.0669,0.0
SI072_120m_contig_classified	k147_354910_4_1	NirK	1	372	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA11654; f__UBA11654; g__JABHDX01; s__JABHDX01 sp018672815	0.0	1109	5.6e-102	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_474598_4_1	NirK	1	349	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	63.79727900427297	411	1.1e-52	1.0	0.3378	0.039,0.2988,0.0
SI072_120m_contig_classified	k147_49874_1_1	NirK	1	122	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus brevis	0.0	521	3.3e-23	1.0	0.0558	0.0001,0.0558,0.0
SI072_120m_contig_classified	k147_454986_4_1	NirK	2	326	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitromaritima	0.0	897	4.3e-103	1.0	0.346	0.1135,0.1463,0.0862
SI072_120m_contig_classified	k147_116754_6_1	NirK	1	379	r__Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__UBA6960; g__UBA1138; s__UBA1138 sp009937285	0.0	979	9.8e-79	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_116339_5_1	NirK	1	379	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__SUP05; s__SUP05 sp000205985	0.0	1111	3.3e-100	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig_classified	k147_167615_1_1	NirK	4	244	r__Root	0.0	321	9.3e-59	0.5049872793	1.9562	0.0565,0.6924,1.2073
SI072_120m_contig_classified	k147_401367_1_1	NirK	1	214	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	0.0	1004	2.2e-60	0.5834179339	0.3196	0.0332,0.1653,0.1212
SI072_120m_contig_classified	k147_119010_1_1	NirK	1	194	r__Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales	0.0	234	1.1e-48	1.0	0.9105	0.5827,0.3278,0.0
SI072_120m_contig_classified	k147_267066_1_1	NirK	10	256	r__Root	0.0	409	5.4e-47	1.0	2.4927	1.547,0.9457,0.0
SI072_120m_contig_classified	k147_265794_1_1	NirK	2	217	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687; s__UBA8687 sp009873655	0.0	873	1.5e-77	1.0	0.1024	0.0806,0.0217,0.0
SI072_120m_contig_classified	k147_525109_1_1	NirK	1	170	r__Root	0.0	235	5.3e-48	1.0	1.9426	0.2025,0.7281,1.012
SI072_120m_contig_classified	k147_591774_1_1	NirK	22	229	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales	0.0	29	2.9e-32	1.0	0.8345	0.597,0.2375,0.0
SI072_120m_contig_classified	k147_412772_1_1	NirK	12	199	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.0	29	1e-32	1.0	1.0108	0.7565,0.2543,0.0
SI072_120m_contig_classified	k147_67511_1_1	NirK	1	208	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB	0.0	877	9.7e-26	0.3647257554	0.0767	0.0001,0.0766,0.0
SI072_120m_contig_classified	k147_427606_1_1	NirK	1	199	r__Root; d__Bacteria	0.0	235	1.1e-53	0.5681001167	1.6716	0.0442,0.6155,1.012
SI072_120m_contig_classified	k147_328286_1_1	NirK	4	235	r__Root	0.0	321	2.2e-49	0.7908708245	2.7333	0.2804,1.2456,1.2073
SI072_120m_contig_classified	k147_46608_1_1	NirK	2	191	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	503	3.9e-44	0.6710772914	0.1327	0.0273,0.1054,0.0
SI072_120m_contig_classified	k147_411086_1_1	NirK	8	269	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp001437625	23656.74368396478	661	6.7e-35	0.6021728021	0.0878	0.0584,0.0294,0.0
SI072_120m_contig_classified	k147_58980_1_1	NirK	2	204	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	504	1.3e-50	0.5596710684	0.1306	0.0252,0.1054,0.0
SI072_120m_contig_classified	k147_506513_1_1	NirK	3	191	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	31.314109458903616	505	1.6e-44	0.4172011031	0.0826	0.0157,0.0144,0.0525
